album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Hopes And Fears,0qsT8HLvlWaSWIq8Rc95BI,Keane,53A0W3U0s8diEn9RhXQhVz,236160,0ll8uFnc0nANY35E0Lfxvg,Somewhere Only We Know,68,0.0597,0.447,0.662,2.88e-06,9,0.0869,-4.221,1,0.0259,172.015,0.307
When I Was a Boy,217NI1IYFQl1jit0M6mHTG,Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,192986,39pyh95CX5M3bpN7XiFJeP,When I Was a Boy,58,0.843,0.237,0.462,0.0585,0,0.0964,-7.79,1,0.0308,149.178,0.338
The Seeds Of Love (Remastered with bonus tracks),79XgUw5U86BeIiMnZ4Rrht,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,393000,5N4eBWsckD3AgTQFGLQEeU,Woman In Chains,20,0.0226,0.459,0.628,0.00126,5,0.0405,-8.272,1,0.0297,80.0,0.367
Greatest Hits,1Gtf2hZQlOGVER16uemmzR,Journey,0rvjqX7ttXeg3mTy8Xscbt,249093,5ehcf6UL1TkwozB386cRAp,Don't Stop Believin',60,0.257,0.494,0.805,0.0,4,0.356,-7.087,1,0.0421,119.027,0.465
Ultimate Air Supply,5PXeBHFjvr8EykHfFxJMje,Air Supply,4xXCRXOfQKQ2gjWxNhNzYW,241373,6Nq8YtPAHuL1outooeiFde,All Out of Love,65,0.291,0.503,0.47,0.0,0,0.396,-8.006,1,0.0257,108.486,0.334
Live From Soho,0abkVfZF9JpWbHA1Cm2Jgq,The Fray,0zOcE3mg9nS6l3yxt1Y0bK,290266,3OPVsn0Dk3s8vWhXxnK35p,How to Save a Life - Live in NYC - 2009,62,0.775,0.54,0.294,0.0,10,0.708,-12.181,1,0.0323,119.134,0.204
Best Of Chris Isaak,4aS233D1sBxySxC1dKVtup,Chris Isaak,7290H8m1Dwt8G7jm1y9CQx,286880,5l91KHr9uF8wdSdtRoZba8,Wicked Game - Remastered,64,0.743,0.664,0.553,0.00978,9,0.0838,-7.723,1,0.0264,112.52,0.287
Hopes and Fears (Deluxe Edition),5QqVXRTiGpLgmo1YNoz9Bk,Keane,53A0W3U0s8diEn9RhXQhVz,216520,216S5ED9SNRWaHWVjSJGyX,Everybody's Changing,17,0.00135,0.501,0.76,0.000458,0,0.0854,-6.095,1,0.0295,94.03,0.476
Use Your Illusion I,0CxPbTRARqKUYighiEY9Sz,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,283733,2N2yrmodOnVF10mKvItC9P,Don't Cry (Original),75,0.00182,0.456,0.59,0.00379,11,0.104,-8.638,1,0.0327,124.635,0.243
Heartbeat City,5ycnwHGkzOlTuMOI3Zh4iO,The Cars,6DCIj8jNaNpBz8e5oKFPtp,234493,3wfujdbamR3Z46F4xav7LM,Drive,71,0.124,0.582,0.606,0.00139,6,0.151,-9.961,1,0.0289,111.441,0.504
Woodface,1QSoW668F9DVj8Rk9azF7h,Crowded House,7ohlPA8dRBtCf92zaZCaaB,224466,6tXnRSvuNgOq4QcxpIN54r,Weather With You,70,0.25,0.643,0.614,7.17e-06,2,0.214,-12.878,1,0.0279,93.981,0.891
Black Gold: The Best Of Soul Asylum,6RARuzN6pIZZnQKwPeY7xQ,Soul Asylum,02da1vDJ2hWqfK7aJL6SJm,266066,3Ib3SJV8ZXuLvDiDb2w1As,Runaway Train,61,0.00481,0.616,0.714,0.0,0,0.133,-7.02,1,0.0385,117.422,0.53
Cross Road,7G6StB9KlhWWy2YH43CSfn,Bon Jovi,58lV9VcRSjABbAbfWS6skp,340000,67e0epVZf1nlTrQYk105sG,Blaze Of Glory,14,0.0211,0.541,0.704,4.18e-05,7,0.143,-6.167,1,0.0324,78.797,0.416
Brothers In Arms (Remastered),1NF8WUbdC632SIwixiWrLh,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,424000,7EmSPZ9f1AiLR9eVHNSI62,Brothers In Arms,24,0.531,0.413,0.296,0.801,8,0.183,-13.904,0,0.0277,79.273,0.144
Forever Man,3gaFg68VkhrZUU9wfaLp5T,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,323053,7aAkwqs3Yp94iIiPRRD7QA,My Father's Eyes - 2015 Remaster,60,0.00797,0.807,0.571,0.00028,4,0.337,-6.177,1,0.0332,93.008,0.811
Toto IV,62U7xIHcID94o20Of5ea4D,TOTO,0PFtn5NtBbbUNbU9EAmIWF,295893,2374M0fQpWi3dLnB54qaLX,Africa,85,0.257,0.671,0.373,7.95e-05,9,0.0481,-18.064,1,0.0323,92.717,0.732
The Best Of Me,4kbE34G5bxaxwuCqz0NEw4,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,353466,7fpBtc7p3hFrEbDVc32ltY,Please Forgive Me,21,0.576,0.565,0.427,2.39e-06,9,0.102,-8.273,1,0.0266,67.007,0.15
Greatest Hits,50OBIvFZb1J8Cz5hyyHJdj,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,195293,0oVSvrU612xkj7vbvbUAT2,Streets of Philadelphia - Single Edit,24,0.341,0.724,0.249,0.11,5,0.0933,-15.488,1,0.0321,93.667,0.444
No Need To Argue (The Complete Sessions 1994-1995),2KsgTeLQXz7yDV1joGOd2L,The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,271255,1eQuRtkMEPhf2DGzpBVTE6,Ode To My Family,19,0.0472,0.367,0.443,1.46e-06,7,0.344,-10.11,1,0.0235,93.93,0.149
Madman Across The Water,6eXE4xeu9GHSa8zTEVtFep,Elton John,3PhoLpVuITZKcymswpck5b,377093,4BGJSbB5rAcg4pNzD4gfxU,Tiny Dancer,21,0.396,0.415,0.425,0.000407,0,0.143,-11.082,1,0.0278,145.234,0.281
Living Years,5GhUEMQtXsGSKE2jjPilHb,Mike & The Mechanics,2yTUYhIf8fxptTIy3KLuJD,332266,0YxK4WEGk8rzdXxUdGjgS2,The Living Years,20,0.649,0.496,0.464,0.0,8,0.073,-10.497,1,0.0307,97.512,0.273
Duran Duran,0PqCkTvKFJxzr9uujq7a3T,Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,340200,0wokCRaKD0zPNhMRXAgVsr,Ordinary World,73,0.0131,0.472,0.652,1.12e-05,1,0.14,-10.171,0,0.0305,140.124,0.401
Tea for the Tillerman (Deluxe Edition),6lmjLgTFMevnJVif0iwfDi,Yusuf / Cat Stevens,08F3Y3SctIlsOEmKd6dnH8,200173,269OfNY9Je1QWaDnu31KKp,Wild World,29,0.376,0.484,0.508,0.000791,0,0.0961,-9.308,1,0.0364,151.867,0.554
Led Zeppelin IV,1Ugdi2OTxKopVVqsprp5pb,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,478173,51pQ7vY7WXzxskwloaeqyj,Stairway to Heaven - 1990 Remaster,70,0.575,0.346,0.335,0.00674,7,0.185,-12.453,1,0.0339,84.204,0.213
The Best Of Me,4kbE34G5bxaxwuCqz0NEw4,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,280026,0T4wPYibBqtaiiPFuVyqlY,"All For Love - From ""The Three Musketeers"" Soundtrack",20,0.207,0.477,0.569,0.0,2,0.12,-6.56,1,0.0272,74.819,0.119
Purple Rain,7nXJ5k4XgRj5OLg9m8V3zc,Prince,5a2EaR3hamoenG9rDuVn8j,520786,54X78diSLoUDI3joC2bjMz,Purple Rain,76,0.0353,0.367,0.452,0.00228,10,0.689,-10.422,1,0.0307,113.066,0.189
Forever Man,1i1OirKFpITQYYWDPEDjx7,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,234813,1o2QE6KUthclwKuEDweROU,Change the World - 2015 Remaster,60,0.477,0.719,0.556,0.00511,9,0.0935,-8.77,1,0.0248,96.9,0.511
Deep Cuts: The Best Of The Ballads,0DYLNt604AgwFMQhK3HNLR,Mr. Big,5OfhOoKunSnuubxxRML8J3,208066,0Yi128S6QgQDnAKg5A0OZw,To Be With You,25,0.245,0.696,0.419,0.0,4,0.0785,-7.289,1,0.0419,83.653,0.487
Once Upon A Time (Deluxe),2H2eNZClayR5jbgBa2iZx1,Simple Minds,6hN9F0iuULZYWXppob22Aj,289453,1bWeLRzg1BxZpPfEMkbsnN,Alive And Kicking,64,0.0753,0.572,0.913,1.5e-05,0,0.128,-4.26,1,0.0362,103.265,0.561
"Bigger, Better, Faster, More !",7oqXnxR9Xg9Okhs17hL9aS,4 Non Blondes,0Je74SitssvJg1w4Ra2EK7,295493,7f0jXNMu2xjQUtmKMuWhGA,What's Up?,25,0.156,0.566,0.57,0.0,11,0.118,-9.875,0,0.0285,134.537,0.491
Brothers In Arms (Remastered),1NF8WUbdC632SIwixiWrLh,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,393266,6rg61PBHTfEDvgNt7MNhyU,Your Latest Trick,20,0.719,0.703,0.409,0.0996,4,0.0697,-13.491,1,0.0339,122.56,0.252
Crazy World,4mGV3pZqcrUk0OSC8HBT96,Scorpions,27T030eWyCQRmDyuvr1kxY,313226,6wjSNO6uJYlgbbfauyWhiw,Wind Of Change,24,0.297,0.453,0.543,0.0,0,0.0928,-10.106,1,0.0366,151.362,0.282
Goats Head Soup (Remastered 2009),00ZkRCzSTS6jwUJLpaTWcj,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,272000,6oD0TvHIYmObKNl5Mz05ri,Angie - Remastered 2009,21,0.67,0.429,0.554,0.000152,9,0.105,-6.128,0,0.0291,136.302,0.407
Bon Jovi Greatest Hits,3Ad4QdO0EJr1c2livr9cmm,Bon Jovi,58lV9VcRSjABbAbfWS6skp,353106,7o10Pto0YFchZl1zL4dLPH,Always,17,0.143,0.373,0.678,0.0,4,0.168,-5.528,1,0.0325,141.42,0.346
I Don't Want To Miss A Thing,616UgaZTc454Gu0aXxVH3K,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,299760,0c1gHntWjKD7QShC8s99sq,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",75,0.172,0.39,0.649,0.0,2,0.216,-5.163,1,0.0345,121.16,0.144
The Very Best Of Ram Jam,6s1bwzTzWK3u9I4YPjp3lr,Ram Jam,6FITmSxIMsk6TfulFiCIIz,237893,2ZOTtG7v1OrSNs6EINIGb4,Black Betty,68,0.018,0.465,0.865,0.00135,11,0.0769,-9.573,0,0.098,117.528,0.677
Hotel California (2013 Remaster),2widuo17g5CEC66IbzveRu,Eagles,0ECwFtbIWEVNwjlrfc6xoL,391376,40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,83,0.00574,0.579,0.508,0.000494,2,0.0575,-9.484,1,0.027,147.125,0.609
The Joshua Tree (Deluxe Edition Remastered),2qKmY7yt0kXdzSQxYAu9eZ,U2,51Blml2LZPmy7TTiAg47vQ,277480,7gozgbG5EBTukCFWToTRA5,I Still Haven't Found What I'm Looking For - Remastered 2007,26,0.0139,0.565,0.764,0.00488,1,0.079,-9.43,1,0.0351,100.891,0.686
Reckless (30th Anniversary / Deluxe Edition),1DCI0mQQdf0LYoXheONDXi,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,243360,4LOgi2TAAoKU9ImfzRrCPO,Heaven,22,0.059,0.269,0.572,1.3e-06,9,0.123,-7.361,0,0.0278,69.83,0.364
Crowded House,0Vw2BOifLhBx5mvnepOGVf,Crowded House,7ohlPA8dRBtCf92zaZCaaB,236933,4rr67zXmEYf9ykLigeEsbv,Don't Dream It's Over,24,0.0148,0.439,0.422,4.84e-05,8,0.0697,-17.227,1,0.0409,81.833,0.551
Automatic For The People (U.S. Version),006Qsi10luS9xEBAcIWGTf,R.E.M.,4KWTAlx2RvbpseOGMEmROg,318240,4tCWWnk3BXinf7FllmSyHW,Everybody Hurts,22,0.614,0.254,0.383,0.0237,2,0.172,-8.036,1,0.0282,188.2,0.178
Wish You Were Here (2011 Remastered Version),6qNJATpLgC004oSMhU3tC8,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,334743,5MVrZa7cDtnAoMvCgRAMqb,Wish You Were Here - 2011 Remastered Version,20,0.735,0.481,0.262,0.0114,7,0.832,-15.73,1,0.0414,122.883,0.375
Unplugged (Deluxe Edition),3ebyEGol0Abc7VAxYf7vEg,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,280000,612VcBshQcy4mpB2utGc3H,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",74,0.8,0.695,0.336,0.00264,9,0.701,-12.999,1,0.0313,79.109,0.422
Honky Chateau (Remastered),46g6b33tbttcPtzbwzBoG6,Elton John,3PhoLpVuITZKcymswpck5b,281613,2zvot9pY2FNl1E94kc4K8M,Rocket Man (I Think It's Going To Be A Long Long Time),28,0.432,0.601,0.532,6.25e-06,10,0.0925,-9.119,1,0.0286,136.571,0.341
"Everybody Else Is Doing It, So Why Can't We?",0AP5O47kJWlaKVnnybKvQI,The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,274706,0gEyKnHvgkrkBM6fbeHdwK,Linger,76,0.0783,0.439,0.434,4.87e-05,7,0.14,-14.918,1,0.0265,94.845,0.204
Made In Heaven (2011 Remaster),391ScNR3xKywWSpfDwP3n0,Queen,1dfeR4HaWDbWqFHLkxsg1d,336160,3Klfd4rsRO53fYpxmdQmYV,Heaven For Everyone - Remastered 2011,63,0.29,0.593,0.425,1.34e-06,0,0.167,-9.775,1,0.0288,110.208,0.268
Abbey Road (Remastered),2Pqkn9Dq2DFtdfkKAeqgMd,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,185733,45yEy5WJywhJ3sDI28ajTm,Here Comes The Sun - Remastered,32,0.0339,0.557,0.54,0.00248,9,0.179,-10.484,1,0.0347,129.171,0.394
Kick 30,5ikDHkayqR6ZTYkpaL2Udq,INXS,1eClJfHLoDI4rZe5HxzBFv,186760,0P9M370uqlIjYcEiOGppAV,Never Tear Us Apart,63,0.00382,0.664,0.611,0.000581,0,0.0888,-7.834,1,0.0276,96.604,0.18
Cross Road (Sound & Vision) [2CD/DVD Sound & Vision],5uduy563XjmdkLryIna87r,Bon Jovi,58lV9VcRSjABbAbfWS6skp,394533,0PDW69Vli91TKQwotAg3Wd,Bed Of Roses,47,0.119,0.327,0.519,0.0,5,0.184,-6.985,1,0.0287,164.24,0.146
Help! (Remastered),19K3IHYeVkUTjcBHGfbCOi,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,125666,1e0hllQ23AG0QGFgezgLOq,Yesterday - Remastered,25,0.879,0.332,0.179,0.0,5,0.0886,-11.83,1,0.0326,96.529,0.315
Greatest Hits Volume One - The Singles,0UccZZgelTAbbk3OSPZymO,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,289906,6vrUTGn5p8IrfTZ0J6sIVM,Iris,77,0.00133,0.291,0.79,5.61e-06,11,0.0811,-5.683,0,0.0363,155.667,0.513
The Best Of Depeche Mode Volume 1,3PIszA6UT9iI99izK60AdV,Depeche Mode,762310PdDnwsDxAQxzQkfX,225040,3gv4AhWWneEu2oh1Egz652,Personal Jesus - Remastered Version,52,0.0963,0.689,0.844,0.00852,10,0.0621,-5.519,0,0.0348,129.973,0.772
Are You Gonna Go My Way,35LzZH7Fgog8lf1hfcdoMQ,Lenny Kravitz,5gznATMVO85ZcLTkE9ULU7,211933,45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,73,0.00165,0.619,0.67,0.0109,11,0.331,-10.319,0,0.0353,129.267,0.777
The Ultimate Collection,0OW9cVAZjWakByTLSGfrd2,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,133813,4D0BiMiLN6z2x7Tq9BcqoT,You Really Got Me,14,0.192,0.576,0.963,0.0,1,0.087,-3.95,1,0.102,137.331,0.961
Beggars Banquet,5WZFtmADuJUZPtt0NER0Qi,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,377746,4sFbojhVXQv7dBC9PVCcRn,Sympathy For The Devil,20,0.565,0.566,0.673,1.13e-06,9,0.0438,-10.814,1,0.306,114.385,0.583
Blur [Special Edition],7HvIrSkKGJCzd8AKyjTJ6Q,Blur,7MhMgCo0Bl0Kukl93PZbYS,121160,1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,76,0.00178,0.674,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,0.918
Only By The Night,5CZR6ljD0x9fTiS4mh9wMp,Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,203346,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,80,0.00172,0.542,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,0.374
In Your Honor,2eprpJCYbCbPZRKVGIEJxZ,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,255626,5FZxsHWIvUsmSK1IAvm2pp,Best of You,76,0.000769,0.366,0.94,9.42e-05,1,0.188,-5.119,0,0.0696,130.198,0.369
Songs For The Deaf,58HZZpS0wxJKwGjoerg0mk,Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,278706,6NvRxjfYkkT2SpirAlmsjH,No One Knows,67,0.0359,0.507,0.588,0.000129,0,0.373,-4.881,1,0.0641,170.889,0.637
Hot Fuss,4undIeGmofnAYKhnDclN1w,The Killers,0C0XlULifJtAgn6ZNCW2eu,197160,7HGTkn2aX7MNdKs7nV2xBt,Somebody Told Me,71,0.000123,0.5,0.975,0.000379,10,0.104,-3.176,0,0.0824,138.005,0.767
Smash,1o2LY3O2uyPvdwq7uTpgOa,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,197800,5G0vAvojJAb8np3INdsISs,Come Out and Play,13,0.0943,0.514,0.884,1.52e-06,7,0.0654,-3.765,1,0.151,158.262,0.898
Blood Sugar Sex Magik (Deluxe Edition),30Perjew8HyGkdSmqguYyg,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,282906,0uppYCG86ajpV2hSR3dJJ0,Give It Away,74,0.00244,0.666,0.936,0.086,7,0.153,-9.919,1,0.0476,91.577,0.776
No.6 Collaborations Project,3oIFxDIo2fwuk4lwCmFZCx,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,209120,7hvO2qCwJVZxiyoA7c9i5d,BLOW (with Chris Stapleton & Bruno Mars),73,0.000245,0.631,0.796,0.0115,1,0.38,-5.35,1,0.0401,92.469,0.596
Dynasty (Remastered Version),3vasiwx11ruCgyn54MBJYL,KISS,07XSN3sPlIlB2L2XNcTwJw,271240,2ZSCy3P1QzpJySCWA6NRIU,I Was Made For Lovin' You,22,0.213,0.768,0.852,7.45e-05,4,0.0723,-6.215,1,0.038,128.374,0.867
Elephant,0VXcqDD3sHdOIGtO6oYv3d,The White Stripes,4F84IBURUo98rz4r61KF70,231800,3ctoHckjyd13eBi2IDw2Ip,Seven Nation Army,18,0.00576,0.75,0.462,0.545,0,0.307,-7.664,1,0.0779,123.865,0.309
Appetite For Destruction,5JKFiC2WVi9HtvJEm8CUB8,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,273600,5NIPsWpDjJTFBoPxCUUeXp,Welcome To The Jungle,22,0.0326,0.445,0.955,0.284,8,0.317,-8.027,1,0.0856,123.343,0.336
Get Born,6NrLpQCPYrNS3kVWxDgIlg,Jet,5ypxebeHEIXjMtJb17uJlI,213800,305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,76,0.00148,0.613,0.953,0.000582,2,0.152,-3.435,1,0.0855,105.046,0.537
Bon Jovi Greatest Hits,3Ad4QdO0EJr1c2livr9cmm,Bon Jovi,58lV9VcRSjABbAbfWS6skp,223146,61lqNlVRnWYiR9C7BDJw2l,You Give Love A Bad Name,18,0.0528,0.53,0.964,4.84e-06,0,0.372,-2.571,0,0.0553,122.807,0.823
Who Made Who,07EFoHHspqSwsmkbnWaB4A,AC/DC,711MCceyCBcFnzjGY4Q7Un,210880,6yl8Es1tCYD9WdSkeVLFw4,You Shook Me All Night Long,74,0.00224,0.529,0.768,0.000685,7,0.297,-5.51,1,0.0566,127.316,0.769
We The Kings,5kykHij9W4lQ4fFEfIo7BB,We The Kings,3ao3jf5d70Tf4fPh2bnXVl,220146,0wVluBsVAVzBKrqspuCcwR,"Check Yes, Juliet",72,0.00197,0.352,0.912,0.0,7,0.193,-4.253,1,0.0725,166.795,0.351
Outlandos D'Amour (Remastered),3D9JqZG5Q1ptOJr8ZQ0j7I,The Police,5NGO30tJxFlKixkPSgXcFE,191500,3FmAUR4SPWa3P1KyDf21Fu,Roxanne - Remastered 2003,25,0.0384,0.618,0.748,4.1e-06,0,0.0477,-8.905,1,0.361,134.001,0.662
Hysteria (Super Deluxe),31oeDyCOLhgeZyktfxo0pE,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,267306,0PdM2a6oIjqepoEfcJo0RO,Pour Some Sugar On Me - Remastered 2017,76,0.00211,0.267,0.953,0.0,1,0.283,-4.899,0,0.096,84.989,0.568
Come Clean (Repackaged International Version),6hwbHXJsHxC2FDKqN7cGfd,Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,303920,1YrJCGCuGZQFBwTb6gwIEM,Blurry,12,0.0102,0.44,0.932,0.0,3,0.142,-4.488,0,0.0584,157.438,0.495
Minutes to Midnight,2tlTBLz2w52rpGCLBGyGw6,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,205613,18lR4BzEs7e3qzc0KVkTpU,What I've Done,78,0.0141,0.623,0.93,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,0.287
Road to Ruin (Expanded 2005 Remaster),5QK35ea0XnSBt6Ly8gWLhE,Ramones,1co4F2pPNH8JjTutZkmgSm,149466,6vvmYYUvGXtZLU8msxKvzF,I Wanna Be Sedated - 2002 Remaster,67,0.169,0.597,0.96,2.89e-05,11,0.105,-3.989,1,0.042,163.017,0.937
Come What(ever) May [10th Anniversary Edition],0dZB8UHYsM7jKmm7ByzAVq,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,282946,5NeIONQWJ25uPylJBJiO4c,Through Glass,73,0.0417,0.545,0.753,0.0,3,0.389,-4.618,0,0.036,105.754,0.434
GRRR! (Deluxe Version),3LcLR5Mpdj6C5jiaReLvDt,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,203053,1Kvjmr2oqZjzhryoEKzqij,"Paint It, Black",16,0.0625,0.471,0.75,0.00221,1,0.323,-10.877,1,0.089,159.038,0.61
Three Imaginary Boys,0jYmAPQezr1aG75KerJCdG,The Cure,7bu3H8JO7d0UbMoVzbo70s,155973,1QFh8OH1e78dGd3VyJZCAC,Boys Don't Cry,75,0.00517,0.462,0.836,0.0,11,0.18,-5.766,0,0.0621,168.766,0.671
A New Career in a New Town (1977 - 1982),6DcvIymXDe8sCD1u0fzi8J,Queen,1dfeR4HaWDbWqFHLkxsg1d,248720,40HGoSHn9gELCcJu8TLakq,Under Pressure - Single Version; 2017 Remaster,62,0.403,0.672,0.654,0.0,2,0.091,-9.053,1,0.0484,113.635,0.448
Second Helping,54V1ljNtyzAm053oJqi0SH,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,283800,7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,83,0.181,0.596,0.605,0.000331,7,0.0863,-12.145,1,0.0255,97.798,0.886
By the Way (Deluxe Edition),6deiaArbeoqp1xPEGdEKp1,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,216933,1f2V8U1BiWaC9aJWmpOARe,By the Way,75,0.0264,0.451,0.97,0.00355,0,0.102,-4.938,1,0.107,122.444,0.198
"Echoes, Silence, Patience & Grace",2ovXUTjkBkNlgAU7DTIxX9,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,269373,3ZsjgLDSvusBgxGWrTAVto,The Pretender,12,0.000917,0.433,0.959,0.0,9,0.028,-4.04,1,0.0431,172.984,0.365
Best Of You,6nf2P1xl5Z4qHdTAsdvo6B,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,256600,4nUM7pGcTUK2pY1d2LybrT,Best of You,54,0.00701,0.37,0.944,2.9e-06,1,0.135,-4.979,0,0.0767,130.315,0.345
ONE BY ONE,6mulYcpWRDAiv7KIouWvyP,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,262733,5vMDvp6nUnTYhl5NMpgOnL,All My Life,11,0.000194,0.582,0.597,0.000273,5,0.517,-5.671,1,0.0512,167.738,0.674
Silver Side Up,5HOTlQx62uQqxRvR1MVIzb,Nickelback,6deZN1bslXzeGvOLaLMOIF,223826,0F2nGhgFNlkVHm81zNEvW6,How You Remind Me,57,0.000954,0.447,0.766,0.0,10,0.113,-5.065,1,0.0313,172.011,0.574
Stadium Arcadium,7xl50xr9NDkd3i2kBbzsNZ,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,334666,2aibwv5hGXSgw7Yru8IYTO,Snow (Hey Oh),80,0.127,0.432,0.895,1.16e-05,11,0.141,-3.682,1,0.0504,104.458,0.625
Finding Beauty In Negative Spaces (Bonus Track Version),59Tni3gA1OczshFWTMxmbo,Seether,6B5c4sch27tWHAGdarpPaW,193893,4eAwB5pnKFTmsgc3zWoYO0,Fake It,75,0.00131,0.615,0.949,3.04e-06,8,0.0585,-3.52,1,0.0549,131.985,0.586
A Beautiful Lie,2jPmk6qQzuY5AvKkZxMh7h,Thirty Seconds To Mars,0RqtSIYZmd4fiBKVFqyIqD,231533,1p1nO35bbi4ZlQgjIA4oa4,The Kill (Bury Me),66,0.0014,0.309,0.912,0.000271,4,0.582,-3.881,0,0.0646,183.035,0.302
Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,198266,23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,74,3.43e-05,0.486,0.904,2.83e-05,6,0.0947,-3.751,0,0.0638,173.734,0.786
Three Days Grace (Deluxe Version),38pfSOHvxHqDWwDnjZ25U5,Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,231480,6rUp7v3l8yC4TKxAAR5Bmx,I Hate Everything About You,74,0.00461,0.498,0.83,0.0,6,0.139,-5.157,0,0.0421,89.342,0.453
Sam's Town,4o3RJndRhHxkieQzQGhmbw,The Killers,0C0XlULifJtAgn6ZNCW2eu,220426,70wYA8oYHoMzhRRkARoMhU,When You Were Young,76,0.000152,0.467,0.988,0.0484,11,0.28,-3.313,1,0.112,130.435,0.321
"All Killer, No Filler",2UCWsnmZEVg9HhnMeKTsim,Sum 41,0qT79UgT5tY4yudH9VfsdT,178266,4KacUpvbA3Mfo05gttTjhN,Fat Lip,74,0.000618,0.574,0.911,0.0,9,0.0769,-5.176,1,0.0715,98.075,0.573
"So Wrong, It's Right",7GcuimRczCCOblhJr0NgzD,All Time Low,46gyXjRIvN1NL1eCB8GBxo,182826,0J69x3mqm7U6tBPKsjpsWR,"Dear Maria, Count Me In",71,0.00725,0.465,0.896,0.0,2,0.206,-3.126,1,0.0795,181.014,0.569
Take Off Your Pants And Jacket,3nHpBmW5wJXGeC3ojBkpey,blink-182,6FBDaR13swtiWwGhX1WQsP,171600,2ydUT1pFhuLDnouelIv4WH,The Rock Show,69,0.000324,0.41,0.959,0.0,9,0.0766,-4.563,1,0.0869,193.155,0.83
By the Way (Deluxe Edition),6deiaArbeoqp1xPEGdEKp1,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,269000,3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,81,0.0179,0.618,0.938,0.0,9,0.167,-3.442,1,0.0456,91.455,0.875
Hybrid Theory,2pKw6GERJVAD61449B1EEM,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,216800,3tSmXSxaAnU1EPGKa6NytH,In the End,63,0.0103,0.542,0.853,0.0,3,0.108,-6.407,0,0.0498,105.256,0.37
